VideoName,AvgE,Avgh,epsilon,AvgL,avgU,energyU,avgV,energyV,Train
252,47.21666667,1.865826732,1.047334013,124.5958333,127.25,11.49583333,119.55,12.65833333,1
253,88.62083333,89.44279414,0.056791477,119.4291667,128.5875,8.4125,125.725,7.129166667,1
254,56.90416667,30.59943264,0.131230702,106.6083333,116.6416667,9.370833333,124.8916667,7.708333333,1
255,29.22916667,44.32930167,0.042056513,108.9333333,119.4041667,8.733333333,123.6666667,5.775,1
256,32.61666667,13.01515481,0.103946086,120.8,128.2333333,5.879166667,123.425,9.5375,1
257,136.2541667,53.35213826,67.88826321,121.3541667,123.1125,20.2,130,21.38333333,1
258,107.4708333,115.9318339,0.071263155,123.0083333,121.5416667,10.0125,128.6708333,5.341666667,1
259,104.7791667,43.93562678,0.10602598,112.9041667,124.1875,11.17083333,127.7833333,12.6,1
260,76.97916667,15.86592297,6.846095437,109.3583333,128.4333333,7.970833333,125.75,8.095833333,1
261,49.36666667,68.80566527,0.107741105,125.0041667,126.9375,5.420833333,127.0083333,5.408333333,1
262,19.1,1.122125159,0.203718392,59.34166667,127,2.729166667,129,5,0
263,122.6458333,38.48365858,0.077701764,116.3083333,128,14.0125,127.7958333,15.4,1
264,83.59166667,93.96318243,0.026095687,114.4583333,127,5.316666667,127.2083333,3.929166667,1
265,70.03333333,33.51700053,0.239882812,106.9666667,121.8541667,30.10833333,130.2458333,25.12083333,1
266,65.0375,49.8992523,0.176022094,122.125,127.0125,14.59583333,125.6416667,12.875,1
267,35.0625,1.972778113,3.688461041,104.9833333,121,17.97083333,129,12.47083333,0
268,1.033333333,0.471976946,2.893731324,47.45833333,126.7541667,1,130.4416667,5.2125,0
269,133.6625,59.62824184,0.075688837,119.6041667,123.2416667,4.85,131,4.629166667,1
270,20,22.58757268,0.089640646,72.0875,124.3125,14.72083333,132.075,20.52083333,0
271,46.72083333,36.98904926,1.125220596,107.6666667,120.7541667,12.17083333,131.9541667,8.658333333,1
272,52.65416667,53.91821548,0.095858586,117.15,123.85,10.82083333,129.8666667,9.408333333,1
273,30.17916667,52.23065021,0.094635293,94.8875,124.9875,9.483333333,130.1041667,10.73333333,0
274,125.6541667,44.68309364,0.420574077,123.9125,127.925,7.254166667,125.6916667,7.1375,1
275,108.5375,63.65188778,0.137145297,115.9041667,126.0666667,6.795833333,128.4458333,6.55,1
276,190.8,17.17212329,1.444901321,123.2541667,122,12.87083333,123.175,5.983333333,1
277,110.4791667,81.89194812,0.024830932,117.6625,120.8583333,15.625,127,6.6125,1
278,39.62083333,36.70905481,0.133018018,116.0666667,117.8416667,12.05833333,132.5541667,8.458333333,1
279,41.25833333,51.36253265,15.63301493,92.1875,125.0208333,12.4875,128.9833333,9.491666667,1
280,50.46666667,5.670087448,0.049262617,100,127,11.44166667,127,6.933333333,1
281,20.23333333,33.37220377,0.083111146,123.6375,126.0666667,4.275,126.55,4.283333333,1
282,7.891666667,17.69849993,115.6536418,71.83333333,128.9958333,10.98333333,130.1041667,10.20833333,0
283,10.30416667,0.663176532,0.398025775,59.5625,125.55,6.275,129.6166667,6.429166667,0
284,71.65833333,102.5235021,0.041560497,127.725,123.1666667,5.766666667,130.3458333,4.3625,1
285,72.45833333,25.80944393,0.077070713,121.4833333,129,6.6375,125,6.35,1
286,79.26666667,20.88551755,0.414161188,71.3625,127,9.045833333,130,14.28333333,1
287,51.45833333,14.28934351,0.072988596,105.2125,131.2458333,17.35833333,120.4708333,15.99166667,1
288,51.1875,7.208727105,9.765800361,88.89583333,129.5166667,89.575,139.5791667,199.0583333,0
289,80.84583333,23.27514251,20.83483484,112.1833333,126,12.27916667,127.7,7.766666667,1
290,44.43333333,20.16928419,2.430763103,65.02916667,126.9,0.304166667,128.0958333,0.579166667,0
291,41.45416667,36.58184782,1.06860894,107.2083333,118.725,10.50416667,133.4291667,8.058333333,1
